id,publishedAt,channelId,title,channelTitle,tags,dimension,description,viewCount,likeCount,commentCount
q79jOkQJfxg,2021-12-10T12:30:12Z,UCyjEHiz7k315xJkBrFtQViw,"Tỏ Tình Hoàn Mỹ | Tập 37 phần 1: Tình yêu là phải biết nắm bắt lấy, Fanny em làm bạn gái anh nhé?",Hẹn Hò Hoàn Mỹ,"['tỏ tình hoàn mỹ', 'tỏ tình hoàn mỹ 2021', 'tỏ tình hoàn mỹ tập 37 full', 'tập 37 tỏ tình hoàn mỹ', 'to tinh hoan my tap 37', 'tập 37 full tỏ tình hoàn mỹ', 'tap 37 to tinh hoan my', 'tình yêu hoàn mỹ', 'tinh yeu hoan my', 'hen ho hoan my', 'to tinh hoan my', 'tình yêu hoàn mỹ 2021', 'to tinh hoan my tap 37 full', 'to tinh hoan my 37', 'ngôn tình hoàn mỹ', 'ngon tinh hoan my', 'tỏ tình hoàn mỹ tập 37', 'tỏ tình hoàn mỹ fanny', 'vũ thịnh fanny', 'vũ thịnh fanny tỏ tình hoàn mỹ', 'fanny vũ thịnh']",PT1H19M55S,Waodate - Ứng dụng hẹn hò đầu tiên khuyến khích người dùng Tạo một buổi hẹn & gặp nhau ngoài đời thật. Trăm ngàn lời chat ...,3312040,29713,997
sd1GImnUJcI,2022-07-26T13:07:12Z,UCyjEHiz7k315xJkBrFtQViw,Tỏ Tình Hoàn Mỹ Tập 63 Phần 4: Happy Birthday trở thành HAPPY ENDING khi Otis có người yêu xinh đẹp,Hẹn Hò Hoàn Mỹ,"['tỏ tình hoàn mỹ', 'tỏ tình hoàn mỹ 2022', 'tình yêu hoàn mỹ', 'tinh yeu hoan my', 'phi thuong hoan my', 'hen ho hoan my', 'to tinh hoan my', 'tình yêu hoàn mỹ 2022', 'tỏ tình hay nhất', 'tỏ tình hoàn mỹ ra về', 'tỏ tình hoàn mỹ thành công', 'ngôn tình hoàn mỹ', 'tỏ tình hoàn mỹ mới nhất', 'ngon tinh hoan my', 'tỏ tình hoàn mỹ tập 63', 'to tinh hoan my tap 63', 'tap 63 phan 4 to tinh hoan my', 'otis ra về tỏ tình hoàn mỹ', 'tỏ tình hoàn mỹ otis ra về', 'người yêu otis', 'otis thảo trang', 'otis ra về']",PT1H2M1S,TRÂN TRỌNG CẢM ƠN CÁC CA SĨ VÀ ĐƠN VỊ ĐÃ ĐỒNG Ý CHO CHƯƠNG TRÌNH SỬ DỤNG CÁC CA KHÚC SAU: 1. Người ta ...,3311386,32281,3191
ldd__tB_XyQ,2020-10-02T13:00:18Z,UCyjEHiz7k315xJkBrFtQViw,TỎ TÌNH HOÀN MỸ - CÓ EM LÀ VÔ CÙNG HOÀN MỸ | OFFICIAL MUSIC VIDEO,Hẹn Hò Hoàn Mỹ,"['tỏ tình hoàn mỹ', 'to tinh hoan my', 'có em là vô cùng hoàn mỹ']",PT4M13S,TOTINHHOANMY #COEMLAVOCUNGHOANMY CÓ EM LÀ VÔ CÙNG HOÀN MỸ - TỎ TÌNH HOÀN MỸ Composer: Addy Trần ...,3147215,31618,2824
qCEOZZVrl4A,2022-04-15T13:47:12Z,UCyjEHiz7k315xJkBrFtQViw,Tỏ Tình Hoàn Mỹ Tập 50 Phần 2: Đau lòng bạn thân tỏ tình crush &amp; cú tuýt hạnh phúc CHỊ ƠI ANH YÊU EM,Hẹn Hò Hoàn Mỹ,"['tỏ tình hoàn mỹ', 'tỏ tình hoàn mỹ 2021', 'tập 50 tỏ tình hoàn mỹ', 'to tinh hoan my tap 50', 'tap 50 to tinh hoan my', 'tình yêu hoàn mỹ', 'tinh yeu hoan my', 'phi thường hoàn mỹ', 'phi thuong hoan my', 'hen ho hoan my', 'to tinh hoan my', 'tình yêu hoàn mỹ 2021', 'tỏ tình hoàn mỹ tập 50', 'tỏ tình nhiều nước mắt', 'người ấy là ai', 'tỏ tình hay nhất', 'tỏ tình lãng mạn', 'tỏ tình hoàn mỹ ra về', 'tỏ tình hoàn mỹ thành công', 'tỏ tình hoàn mỹ lucie tuấn dương', 'tuấn dương lucie tỏ tình hoàn mỹ']",PT1H15M27S,Waodate - Ứng dụng hẹn hò đầu tiên khuyến khích người dùng Tạo một buổi hẹn & gặp nhau ngoài đời thật. Trăm ngàn lời chat ...,3087981,28292,2317
dsyI1jsTveM,2022-03-11T13:39:12Z,UCyjEHiz7k315xJkBrFtQViw,Tỏ Tình Hoàn Mỹ | Tập 45 phần 2: Day dứt nỗi đau tỏ tình NGƯỜI YÊU CŨ và màn RA VỀ bật khóc nức nở,Hẹn Hò Hoàn Mỹ,"['tỏ tình hoàn mỹ', 'tỏ tình hoàn mỹ 2021', 'tập 45 tỏ tình hoàn mỹ', 'to tinh hoan my tap 45', 'tap 45 to tinh hoan my', 'tình yêu hoàn mỹ', 'tinh yeu hoan my', 'phi thuong hoan my', 'hen ho hoan my', 'to tinh hoan my', 'tình yêu hoàn mỹ 2021', 'to tinh hoan my 45', 'tỏ tình hoàn mỹ tập 45', 'tỏ tình hoàn mỹ ra về', 'tỏ tình hoàn mỹ thành công', 'ra về tỏ tình hoàn mỹ', 'tỏ tình người yêu cũ', 'tỏ tình nhiều nước mắt', 'người yêu cũ tỏ tình', 'tỏ tình hoàn mỹ tập 45 phần 1']",PT1H8M48S,Waodate - Ứng dụng hẹn hò đầu tiên khuyến khích người dùng Tạo một buổi hẹn & gặp nhau ngoài đời thật. Trăm ngàn lời chat ...,3000680,37143,4428
bcbIpTYLhDY,2022-08-30T13:52:13Z,UCyjEHiz7k315xJkBrFtQViw,Tỏ Tình Hoàn Mỹ Tập 66 Phần 2: Màn tỏ tình đau lòng và nhiều nước mắt nhất vì CHƯA QUÊN NGƯỜI YÊU CŨ,Hẹn Hò Hoàn Mỹ,"['tỏ tình hoàn mỹ', 'tỏ tình hoàn mỹ 2022', 'tình yêu hoàn mỹ', 'tinh yeu hoan my', 'phi thuong hoan my', 'hen ho hoan my', 'to tinh hoan my', 'tình yêu hoàn mỹ 2022', 'tỏ tình nhiều nước mắt', 'tỏ tình hay nhất', 'tỏ tình hoàn mỹ ra về', 'tỏ tình hoàn mỹ thành công', 'ngôn tình hoàn mỹ', 'tỏ tình hoàn mỹ mới nhất', 'ngon tinh hoan my', 'tỏ tình hoàn mỹ tập 66', 'to tinh hoan my tap 66', 'tap 66 phan 1 to tinh hoan my', 'to tinh hoan my moi nhat', 'to tinh hoan my nhieu nuoc mat', 'tỏ tình người yêu cũ']",PT1H11M45S,Tỏ Tình Hoàn Mỹ Tập 66 Phần 2: Màn tỏ tình đau lòng và nhiều nước mắt nhất vì CHƯA QUÊN NGƯỜI YÊU CŨ ▻ TRÂN ...,2493213,18645,2672
RegR9tWqzHw,2020-01-03T14:00:07Z,UCtVt72Xq0qMvRSfyDDiqHhw,13 Giọng hát xuất sắc nhất SÀN CHIẾN GIỌNG HÁT mùa 1 khiến ca sĩ chuyên nghiệp cũng phải khóc thét,MEGA GS MUSIC,"['duy phương', 'qua cơn mê', 'qua cơn mê duy phương', 'qua con me duy phuong', 'qua con me', 'duy phương qua cơn mê', 'duy phuong qua con me', 'gặp nhau giữa rừng mơ ưng linh', 'gap nhau giua rung mo ung linh', '13 ca khuc hay nhat san chien giong hat', 'san chien giong hat tap 9', 'sàn đấu ca từ', '13 bai hat hay nhat san chien giong hat', '13 ca khuc san chien giong hat', '13 giọng hát', 'san chien giong hat 13', 'sàn chiến giọng hát tập 13', 'tổng hợp sàn chiến giọng hát']",PT58M18S,13 Ca Khúc Hay Nhất Đã Giành Chiến Thắng Trong Sàn Chiến Giọng Hát Mùa 1 Track list: 01. Qua Cơn Mê - Duy Phương 00:03 ...,111560324,253097,16641
oRPLxGhMliE,2019-10-22T05:00:03Z,UCtVt72Xq0qMvRSfyDDiqHhw,GẶP NHAU GIỮA RỪNG MƠ - ƯNG LINH | Cô gái cực xinh hát TRONG VEO làm Hồng Đào tự hào ngất ngây,MEGA GS MUSIC,"['gap nhau giua rung mơ', 'gặp nhau giữa rừng mơ', 'sàn chiến giọng hát', 'gặp nhau giữa rừng mơ karaoke', 'ung linh', 'san chien giong hat tap 9', 'gặp nhau trong rừng mơ', 'gap nhau trong rừng mơ anh tho karaoke', '13 ca khuc hay nhat san chien giong hat', 'karaoke gặp nhau giữa rừng mơ', 'đi giữa rừng mơ', 'giữa rừng mơ', 'xuống chợ', 'bài hát gặp nhau giữa rừng mơ', 'gap nhau trong rừng mơ', 'xuong cho xuong xuống chợ với em karaoke', 'ca sĩ ưng linh', 'ưng linh gặp nhau giữa rừng mơ', 'gặp nhau giữa rừng']",PT4M45S,"SanChienGiongHat #MegaGSEntertainment #MegaGS Link trọn bộ Show ""Sàn Chiến Giọng Hát"" Full HD: ...",76709195,127220,8928
1h6IxWWFLDM,2019-10-02T11:00:00Z,UCtVt72Xq0qMvRSfyDDiqHhw,QUA CƠN MÊ - DUY PHƯƠNG | Anh Thợ Xây Có Giọng Hát Hay Ngất Ngây Khiến Cả Khán Phòng Đứng Dậy Vỗ Tay,MEGA GS MUSIC,"['qua con mê', 'qua cơn mê', 'một mai qua cơn mê', 'qua con mê karaoke', 'duy phuong', 'anh tho xay hat bolero', 'sàn chiến giọng hát', 'sau cơn mê', 'karaoke qua cơn mê', 'qua cơn mê duy phương', 'nguyễn duy phương', 'anh thợ xây hát bolero', 'duy phương', 'duy phương anh thợ xây', 'bài hát qua cơn mê', 'a tho xay hat hay', 'a thợ xây hát bolero', 'qua cơn mê anh thợ xây hát', 'anh dân tộc hát bolero', 'anh dan toc hat giong dan nguyen', 'duy phương sàn chiến giọng hát', 'anh tho']",PT4M33S,QUA CƠN MÊ | Duy Phương | Anh Thợ Xây Có Giọng Hát Hay Ngất Ngây Khiến Cả Khán Phòng Đứng Dậy Vỗ Tay ...,68806959,140791,13356
J1tJwymi22g,2021-06-26T13:00:09Z,UCtVt72Xq0qMvRSfyDDiqHhw,BẬU ƠI ĐỪNG KHÓC - Phi Nhung | SÀN CHIẾN GIỌNG HÁT - Tập 5,MEGA GS MUSIC,"['sàn chiến giọng hát', 'sàn chiến giọng hát mùa 3', 'sàn chiến giọng hát mùa 3 tập 1', 'san chien giong hat', 'san chien giong hat mua 3', 'tap 1 san chien giong hat', 'mua 3 san chien giong hat', 'kim tử long', 'kim tu long', 'bạch công khanh', 'bach cong khanh', 'hồng vân', 'hong van', 'long nhật', 'mega gs music', 'quang hà', 'sàn chiến giọng hát tập 5', 'tập 5 sàn chiến giọng hát', 'bậu ơi đừng khóc', 'phi nhung', 'bau oi dung khoc', 'Phi Nhung qua đời', 'Phi Nhung chết', 'Phi Nhung mất vì covid', 'ca sĩ Phi Nhung']",PT5M4S,Link Full tập 5: https: https://youtu.be/4vHI-oIqnYI #Bauoidungkhoc #PhiNhung #Sanchiengionghat #Tập5 ...,52970990,180279,18711
Brhj-nYBRtc,2019-09-21T05:00:00Z,UCtVt72Xq0qMvRSfyDDiqHhw,"ĐỂ MỊ NÓI CHO MÀ NGHE - Hồng Vân, Hồng Đào, Chí Tài quá xuất sắc | Sàn Chiến Giọng Hát Tập 10",MEGA GS MUSIC,"['để mị nói cho mà nghe', 'de mi noi cho ma nghe', 'để mị nói cho mà nghe hồng vân', 'mị nói cho mà nghe', 'đê mị nói cho mà nghe', 'de mi noi cho ma nghe chi tai hong van', 'để mic nói cho mà nghe', 'sàn chiến giọng hát', 'mị nói cho mà nghe chí tài', 'bài hát để mị nói cho mà nghe', 'để mị nói cho mà nghe karaoke', 'de mi noi cho ma nghe hong van', 'để mị nói cho mà nghe chí tài', 'mi noi cho ma nghe', 'san chien giong hat tap 9', 'để chị nói cho mà nghe', 'đê mi noi cho ma nghe', 'đe mi noi cho ma nghe']",PT5M10S,"SanChienGiongHat #MegaGSEntertainment #Đểmịnóichomànghe Link trọn bộ Show ""Sàn Chiến Giọng Hát"" Full HD: ...",41318165,152417,10180
uYP7sJmq-U4,2020-06-19T14:00:31Z,UCtVt72Xq0qMvRSfyDDiqHhw,CA DAO EM VÀ TÔI - Bùi Thúy | Tiếng hát đi vào lòng người của người con gái quê lúa Thái Bình,MEGA GS MUSIC,"['sàn chiến giọng hát', 'san chien giong hat', 'mega gs music', 'kim tử long', 'kim tu long', 'hồng vân', 'hong van', 'chí tài', 'chi tai', 'bạch công khanh', 'bach cong khanh', 'ca dao em và tôi', 'ca dao em va toi', 'bui thuy', 'bui thi thuy', 'ca dao em và toi bui thuy', 'bùi thị thúy', 'tập 5', 'tập 5 sàn chiến giọng hát']",PT6M8S,Cadaoemvatoi #SanChienGiongHat #MegaGSMusic #MegaGS Link Tập 5 Full: https://youtu.be/enywnoL0l8A Link trọn bộ ...,24298738,19974,1578
RowdNfFGSJg,2019-11-26T05:00:02Z,UCtVt72Xq0qMvRSfyDDiqHhw,NẾU ANH ĐỪNG HẸN - TIẾN VƯƠNG | Anh ấy hát NGỌT quá làm biết bao trái tim muốn TAN,MEGA GS MUSIC,"['MEGA GS', 'mega gs music', 'sàn chiến giọng hát', 'nếu anh đừng hẹn', 'tiến vương']",PT6M26S,"SanChienGiongHat #MegaGSMusic #VTV3 Link trọn bộ Show ""Sàn Chiến Giọng Hát"" Full HD: ...",19088544,29259,2991
4Ru8ce6wD90,2022-12-28T03:47:30Z,UCtVt72Xq0qMvRSfyDDiqHhw,Mashup: ÍT NHƯNG DÀI LÂU &amp; HẸN YÊU - Nhi Nhi | Sàn chiến giọng hát tập 8,MEGA GS MUSIC,"['sàn chiến giọng hát', 'san chien giong hat', 'san chien giong hat mua 4', 'sàn chiến giọng hát mùa 4 tập 5', 'san chien giong hat mua 4 tap 5', 'bạch công khanh', 'mega gs music', 'mega gs', 'sàn chiến', 'giong hat', 'san chien', 'tập 5 full', 'tap 5 full', 'mega gs entertainment', 'sàn chiến giọng hat mua 4', 'mùa 4 sàn chiến giọng hát', 'mua 4 san chien giong hat', 'megags', 'megagsent', 'ít nhưng dài lâu', 'hẹn yêu', 'it nhung dai lau', 'mashup', 'ít nhưng dài lâu cover', 'hen yeu cover', 'nhi nhi cover']",PT4M36S,SanChienGiongHatMua4 #MegaGSMusic #MegaGS #itnhungdailau #henyeu Sàn chiến giọng hát - mùa thứ 4 phát sóng tập đầu ...,16291587,23167,1524
9Y22SfOG3aU,2019-09-06T13:00:01Z,UCtVt72Xq0qMvRSfyDDiqHhw,KHÚC HÁT SÔNG QUÊ - TRÚC LAI | Sàn Chiến Giọng Hát - Tập 7,MEGA GS MUSIC,"['vtv3', 'mega gs', 'mega gs entertainment', 'sàn chiến giọng hát', 'sàn chiến giọng hát tập 7', 'khúc hát sông quê', 'trúc lai', 'anh thơ', 'khúc hát sông quê anh thơ']",PT4M49S,SanChienGiongHat #MegaGSEntertainment #MegaGS Xem lại các tập full tại đây: https://bit.ly/33Hnpw9 Xem các chương trình ...,15852043,16864,1943
4wWgUHousxE,2021-04-02T14:00:05Z,UCtVt72Xq0qMvRSfyDDiqHhw,Nổi Da Gà Với Giọng Ca Anh Thợ Xây Làm Lung Lay Vạn Con Tim | Top 5 Bản Nhạc Vàng Bất Hủ,MEGA GS MUSIC,"['tuyển tập', 'tuyen tap', 'duy phương', 'duy phuong', 'duy phương tuyển tập', 'duy phuong tuyen tap', 'tuyển tập duy phương', 'tuyen tap duy phuong', 'ca sỹ duy phương', 'ca sy duy phuong', 'mv tuyển tập', 'mv tuyen tap', 'kênh mega gs music', 'kenh mega gs music', 'anh thợ xây', 'anh tho xay', 'anh thợ xây duy phương', 'anh tho xay duy phuong', 'cõi nhớ', 'đưa em vào hạ', 'gió về miền xuôi', 'tuyển tập anh thợ xây', 'nổi da gà anh thợ xây']",PT24M56S,Nổi Da Gà Với Giọng Ca Anh Thợ Xây Làm Lung Lay Vạn Con Tim | Top 5 Bản Nhạc Vàng Bất Hủ Track list: 01. Đưa Em Vào Hạ ...,15388327,40899,3244
aR65XSftn3Q,2021-08-29T04:15:01Z,UCvbSpyvK5xS_tXyyW7qXM2w,Vừa ném chai nước vừa giải Rubik ??? | Thử thách siêu khó || RUBIK BMT,RUBIK BMT,"['tuyển tập', 'tuyen tap', 'duy phương', 'duy phuong', 'duy phương tuyển tập', 'duy phuong tuyen tap', 'tuyển tập duy phương', 'tuyen tap duy phuong', 'ca sỹ duy phương', 'ca sy duy phuong', 'mv tuyển tập', 'mv tuyen tap', 'kênh mega gs music', 'kenh mega gs music', 'anh thợ xây', 'anh tho xay', 'anh thợ xây duy phương', 'anh tho xay duy phuong', 'cõi nhớ', 'đưa em vào hạ', 'gió về miền xuôi', 'tuyển tập anh thợ xây', 'nổi da gà anh thợ xây']",PT24M56S,"Shop Rubik, Fanpage và nhiều thông tin khác về tụi mình: Link Shopee: https://shp.ee/cqt3pax Fanpage RUBIK BMT: ...",186169249,6472553,13681
_gIl8hoRURU,2022-11-16T10:30:10Z,UCvbSpyvK5xS_tXyyW7qXM2w,Sự thật “bất ngờ” bên trong 1 khối Rubik 🫢 || RUBIK BMT,RUBIK BMT,"['tuyển tập', 'tuyen tap', 'duy phương', 'duy phuong', 'duy phương tuyển tập', 'duy phuong tuyen tap', 'tuyển tập duy phương', 'tuyen tap duy phuong', 'ca sỹ duy phương', 'ca sy duy phuong', 'mv tuyển tập', 'mv tuyen tap', 'kênh mega gs music', 'kenh mega gs music', 'anh thợ xây', 'anh tho xay', 'anh thợ xây duy phương', 'anh tho xay duy phuong', 'cõi nhớ', 'đưa em vào hạ', 'gió về miền xuôi', 'tuyển tập anh thợ xây', 'nổi da gà anh thợ xây']",PT24M56S,"Shop Rubik, Fanpage và nhiều thông tin khác về tụi mình: Link Shopee: https://shp.ee/cqt3pax Fanpage RUBIK BMT: ...",126845950,0,4015
T-Re6d8b7Dg,2022-06-09T10:30:09Z,UCvbSpyvK5xS_tXyyW7qXM2w,❗️ SỐC: Cục Rubik “VÔ DỤNG” nhất của QiYi !!! || RUBIK BMT,RUBIK BMT,"[""rubik's cube"", 'rubik', 'review', 'đánh giá', 'thông rubik', 'nhã bé bắp', 'rubik 1x1', 'rubik 10000x10000', 'rubik 3x3', 'thông rubik và nhã bé bắp', 'cột sống cuber', 'rubik 3x3 công thức', 'rubik biến thể', 'tony tv', 'lâm vlog', 'thử thách', 'team anh ba phải tv', 'cách giải rubik', 'thông bmt', 'bmt rubik', 'thông rubik bmt', 'thông bmt rubik', ""rubik's cube tutorial"", ""how to solve a rubik's cube"", 'RUBIK BMT', 'BMT RUBIK', 'Cục Rubik “VÔ DỤNG” nhất của QiYi', 'Qiyi', 'QIYI TOYS', 'Rubik Qiyi', ""rubik's cube solver""]",PT51S,"CỤC RUBIK NÀY LÀ MỘT TRONG NHỮNG SẢN PHẨM CỦA QIYI, NÓ ĐƠN GIẢN TỚI MỨC MÀ AI KHÔNG BIẾT CHƠI RUBIK ...",32597721,0,2341
m8Ts-G_d8l4,2023-03-21T10:30:12Z,UCvbSpyvK5xS_tXyyW7qXM2w,Mấy đứa bạn mượn đồ của tôi kiểu… || RUBIK BMT,RUBIK BMT,"['rubik', ""how to solve a rubik's cube"", ""rubik's cube"", 'review', 'reviews', 'đánh giá', ""how to solve a rubik's cube fast"", 'thông rubik', 'nhã bé bắp', 'rubik 1x1', 'rubik 10000x10000', 'rubik 3x3', 'thông rubik và nhã bé bắp', 'lớp rubik rất ổn', 'rubik 3x3 công thức', 'công thức rubik', 'công thức rubik 3x3', 'rubik biến thể', 'kỷ lục rubik', 'đồ chơi rubik', 'thông bmt', 'bmt thông rubik', 'thông bmt rubik', 'thông rubik bmt', 'Rubik lươn', 'người yêu chơi rubik', ""rubik's"", 'mấy đứa bạn mượn đồ', 'kiểu', 'mượn đồ', 'rubik bmt']",PT55S,"Mấy đứa bạn mượn đồ của tôi kiểu… || RUBIK BMT Shop Rubik, Fanpage và nhiều thông tin khác về tụi mình: Link Shopee: ...",27697984,463354,390
CBZhI78tF_8,2022-02-07T04:57:10Z,UCvbSpyvK5xS_tXyyW7qXM2w,Thử Thách Giải Rubik &quot;Siêu Nhỏ&quot; Dưới 10s || RUBIKBMT,RUBIK BMT,"[""rubik's cube"", 'rubik', 'neutral', 'color', 'learn colors', 'colors', ""how to solve a rubik's cube"", 'cube', 'solve', 'review', 'reviews', 'đánh giá', 'first look', ""how to solve a rubik's cube fast"", 'ironman']",PT1M,Sản phẩm rubik 1cm: ...,21123364,774763,1931
TIolZJVighM,2022-05-23T10:30:06Z,UCvbSpyvK5xS_tXyyW7qXM2w,🍼 Món đồ chơi dành cho học sinh “Mẫu Giáo” nhưng không phải ai cũng giải được? || RUBIK BMT,RUBIK BMT,"[""rubik's cube"", 'rubik', 'review', 'đánh giá', 'thông rubik', 'nhã bé bắp', 'rubik 1x1', 'rubik 10000x10000', 'rubik 3x3', 'thông rubik và nhã bé bắp', 'cột sống cuber', 'rubik 3x3 công thức', 'rubik biến thể', 'tony tv', 'lâm vlog', 'thử thách', 'team anh ba phải tv', 'cách giải rubik', 'thông bmt', 'bmt rubik', 'thông rubik bmt', 'thông bmt rubik', 'Món đồ chơi dành cho học sinh “Mẫu Giáo” nhưng không phải ai cũng giải được? || RUBIK BMT', ""rubik's cube tutorial"", ""how to solve a rubik's cube"", 'RUBIK BMT', 'BMT RUBIK']",PT58S,MÓN ĐỒ CHƠI NÀY SẼ GIÚP CHO TRẺ EM PHÁT TRIỂN TƯ DUY VÀ RẤT TỐT CHO TRÍ NÃO HÃY CÙNG XEM ĐÓ LÀ MÓN ĐỒ ...,18129800,0,1166
qoSchmBqJA4,2022-01-18T05:00:20Z,UCvbSpyvK5xS_tXyyW7qXM2w,Khi RUBIK BMT tặng Quà Cho Fan || RUBIKBMT,RUBIK BMT,"[""rubik's cube"", 'rubik', 'neutral', 'color', 'learn colors', 'colors', ""how to solve a rubik's cube"", 'cube', 'solve', 'review', 'reviews', 'đánh giá', 'first look', ""how to solve a rubik's cube fast"", 'ironman']",PT28S,"Shop Rubik, Fanpage và nhiều thông tin khác về tụi mình: Link Shopee: https://shp.ee/cqt3pax Fanpage RUBIK BMT: ...",16801692,590875,7041
YgutjBBrx-M,2022-03-12T10:30:07Z,UCvbSpyvK5xS_tXyyW7qXM2w,Làm sao để làm vừa lòng con gái 🤔| Con gái là loài vô lý nhất hành tinh|| RUBIK BMT(ft. Nhã Bé Bắp),RUBIK BMT,"[""rubik's cube"", 'rubik', 'neutral', 'color', 'learn colors', 'colors', ""how to solve a rubik's cube"", 'cube', 'solve', 'review', 'reviews', 'đánh giá', 'first look', ""how to solve a rubik's cube fast"", 'ironman']",PT28S,"Shop Rubik, Fanpage và nhiều thông tin khác về tụi mình: Link Shopee: https://shp.ee/cqt3pax Fanpage RUBIK BMT: ...",12510316,445749,1699
8pjIXfa7ssw,2021-08-14T09:45:00Z,UCvbSpyvK5xS_tXyyW7qXM2w,Cục Rubik Chưa Bao Giờ Giải??? | RUBIK BMT (ft. Thông Nguyễn),RUBIK BMT,"[""rubik's cube"", 'rubik', 'neutral', 'color', 'learn colors', 'colors', ""how to solve a rubik's cube"", 'cube', 'solve', 'review', 'reviews', 'đánh giá', 'first look', ""how to solve a rubik's cube fast"", 'ironman']",PT1M,"Shop Rubik, Fanpage và nhiều thông tin khác về tụi mình: Link Shopee: https://shp.ee/cqt3pax Fanpage RUBIK BMT: ...",12016044,539772,2077
9Sx2KZGVjPY,2022-05-11T10:30:03Z,UCvbSpyvK5xS_tXyyW7qXM2w,Gameshow chơi Rubik nhận số tiền thưởng KHỦNG || RUBIK BMT,RUBIK BMT,"[""rubik's cube"", 'rubik', ""how to solve a rubik's cube"", 'review', 'reviews', 'đánh giá', ""how to solve a rubik's cube fast"", 'thông rubik', 'nhã bé bắp', 'rubik 1x1', 'rubik 10000x10000', 'rubik 3x3', 'thông rubik và nhã bé bắp', 'cột sống cuber', 'lớp rubik rất ổn', 'rubik 3x3 công thức', 'công thức rubik', 'công thức rubik 3x3', 'rubik biến thể', 'thử thách trốn thoát', 'tony tv', 'tony', 'lâm vlogs', 'lâm vlog', 'thử thách', 'kỷ lục rubik', 'thầy beo u40', 'diễn dler', 'có không giữ mất đừng tìm', 'co khong giu mat dung tim']",PT57S,"Link mua áo (chỉ cần áp dụng công thức là ra): https://s.coolmate.me/nl07k ❗️Nhập ""RUBIK"" để được giảm 30k cho đơn 350k ...",11749896,420421,1513
Ixb_mi97m5U,2021-10-26T03:00:06Z,UCuNfWyYw1Ws9yzev3k7N3Kg,Bị Lừa Tiền Ở Tiệm Tạp Hoá 🍬 Và Cái Kết || Nhã Bé Bắp,Nhã Bé Bắp,"[""rubik's cube"", 'rubik', ""how to solve a rubik's cube"", 'review', 'reviews', 'đánh giá', ""how to solve a rubik's cube fast"", 'thông rubik', 'nhã bé bắp', 'rubik 1x1', 'rubik 10000x10000', 'rubik 3x3', 'thông rubik và nhã bé bắp', 'cột sống cuber', 'lớp rubik rất ổn', 'rubik 3x3 công thức', 'công thức rubik', 'công thức rubik 3x3', 'rubik biến thể', 'thử thách trốn thoát', 'tony tv', 'tony', 'lâm vlogs', 'lâm vlog', 'thử thách', 'kỷ lục rubik', 'thầy beo u40', 'diễn dler', 'có không giữ mất đừng tìm', 'co khong giu mat dung tim']",PT57S,Follow Nhã Bé Bắp tại: Instagram: https://www.instagram.com/nhabebap/ Tiktok: https://vt.tiktok.com/ZSJ2cyxKG/ Facebook: ...,30783034,1254828,2210
HXr4KyuAzPY,2021-06-19T04:35:00Z,UCuNfWyYw1Ws9yzev3k7N3Kg,CHUYẾN BAY BÃO TÁP (NHÃ BÉ BẮP),Nhã Bé Bắp,"[""rubik's cube"", 'rubik', ""how to solve a rubik's cube"", 'review', 'reviews', 'đánh giá', ""how to solve a rubik's cube fast"", 'thông rubik', 'nhã bé bắp', 'rubik 1x1', 'rubik 10000x10000', 'rubik 3x3', 'thông rubik và nhã bé bắp', 'cột sống cuber', 'lớp rubik rất ổn', 'rubik 3x3 công thức', 'công thức rubik', 'công thức rubik 3x3', 'rubik biến thể', 'thử thách trốn thoát', 'tony tv', 'tony', 'lâm vlogs', 'lâm vlog', 'thử thách', 'kỷ lục rubik', 'thầy beo u40', 'diễn dler', 'có không giữ mất đừng tìm', 'co khong giu mat dung tim']",PT57S,Việt Nam là số 1   ______ ✨Follow Nhã Bé Bắp tại: INSTA: nhabebap TIKTOK: https://vt.tiktok.com/ZSJ2cyxKG/ FB: ...,18945805,1065306,6041
6YCO0Wf_LvM,2021-11-01T03:00:03Z,UCuNfWyYw1Ws9yzev3k7N3Kg,Đứa Con &quot;Hiếu Thảo&quot; || Nhã Bé Bắp,Nhã Bé Bắp,"[""rubik's cube"", 'rubik', ""how to solve a rubik's cube"", 'review', 'reviews', 'đánh giá', ""how to solve a rubik's cube fast"", 'thông rubik', 'nhã bé bắp', 'rubik 1x1', 'rubik 10000x10000', 'rubik 3x3', 'thông rubik và nhã bé bắp', 'cột sống cuber', 'lớp rubik rất ổn', 'rubik 3x3 công thức', 'công thức rubik', 'công thức rubik 3x3', 'rubik biến thể', 'thử thách trốn thoát', 'tony tv', 'tony', 'lâm vlogs', 'lâm vlog', 'thử thách', 'kỷ lục rubik', 'thầy beo u40', 'diễn dler', 'có không giữ mất đừng tìm', 'co khong giu mat dung tim']",PT57S,"Channel này sẽ là một góc điện ảnh nhỏ những chiếc video hài hước, giải trí ""chấn động bờ hồ"" của hot Tiktoker ✨Nhã Bé ...",16700374,781144,3125
